0.091036,0.16259,0.28173,0.36116,0.47397,0.60422,0.67577,0.74357,1.0015,1.0054,1.1302,1.2245,1.3889,1.3681,1.5401,1.6175,1.7363,1.8288,2.013,1.9945,2.0812,2.1149,2.2605,2.3661,2.5733,2.5913,2.7493,2.9171,2.9289,3.0238,3.0515,3.1399,3.3124,3.3639,3.4229,3.6535,3.6913,3.7459,3.8705,3.9834,4.0907,4.1233,4.3143,4.4438,4.4567,4.4916,4.6346,4.786,4.9674,4.9913,5.0955,5.1908,5.2799,5.4298,5.5066,5.6485,5.6509,5.795,5.973,5.9509,6.0147,6.2287,6.3753,6.4008,6.4202,6.6275,6.6538,6.8523,6.9271,7.0253,7.1356,7.2209,7.279,7.4591,7.6084,7.5788,7.8173,7.7824,7.9053,7.9628,8.022,8.2704,8.2816,8.4046,8.5553,8.6925,8.724,8.8158,8.8496,8.9926,9.0322,9.3211,9.2533,9.3258,9.5086,9.6593,9.71,9.7638,9.8213,9.983
0.077645,0.17846,0.32492,0.33069,0.48021,0.67924,0.73687,0.84828,0.93104,1.0132,1.0805,1.2814,1.2699,1.3859,1.4844,1.5951,1.6899,1.7666,1.929,2.0955,2.1043,2.1506,2.248,2.4458,2.5143,2.538,2.6319,2.8061,2.9219,2.94,3.1177,3.2343,3.368,3.425,3.4788,3.6499,3.5967,3.7968,3.9024,4.093,4.0854,4.0757,4.3498,4.4519,4.5391,4.6384,4.5999,4.7907,4.8423,5.0107,5.1002,5.2542,5.2802,5.4276,5.4525,5.5699,5.6983,5.8701,5.8265,6.051,6.1836,6.2553,6.3617,6.3663,6.5495,6.5841,6.8208,6.8,6.8896,6.9464,7.2065,7.2474,7.3311,7.3977,7.4547,7.5779,7.7194,7.8217,7.8721,8.0095,8.136,8.1645,8.3179,8.4105,8.541,8.5665,8.7063,8.842,8.9287,8.9665,9.1141,9.2413,9.3635,9.4163,9.5409,9.6634,9.7542,9.751,9.8707,9.9669
0.079365,0.19734,0.37378,0.43483,0.46238,0.6571,0.76588,0.73191,0.87253,1.0799,1.0977,1.1986,1.2973,1.3708,1.4462,1.5224,1.6898,1.791,1.9154,1.9882,2.1038,2.2146,2.3263,2.4469,2.5402,2.5581,2.7028,2.8587,2.9027,2.9258,3.0001,3.1416,3.204,3.511,3.4612,3.679,3.6579,3.8196,3.9559,4.0175,4.0753,4.223,4.1946,4.3189,4.4132,4.5983,4.7304,4.8403,4.9477,4.9407,5.188,5.2308,5.3365,5.4701,5.4638,5.6201,5.6616,5.7836,5.8786,5.8667,6.0958,6.2526,6.3056,6.4242,6.454,6.6331,6.5892,6.873,6.953,7.0089,7.0634,7.2128,7.3187,7.396,7.4938,7.5439,7.7341,7.8199,7.8779,8.026,8.0874,8.1883,8.2097,8.4568,8.4371,8.5863,8.6427,8.7853,8.9176,8.9954,9.1451,9.232,9.2814,9.4004,9.399,9.5306,9.7646,9.8116,9.8613,10.051
0.18137,0.16306,0.34618,0.37772,0.45872,0.53238,0.73054,0.81595,1.0015,0.91866,1.1432,1.1863,1.2383,1.2692,1.5169,1.6045,1.7096,1.8093,1.8185,1.9617,2.084,2.1472,2.1733,2.3784,2.5516,2.73,2.7169,2.7614,2.8917,3.0447,3.134,3.2016,3.3823,3.3263,3.5584,3.6029,3.6782,3.7551,3.9093,3.9789,4.0915,4.2143,4.2806,4.4215,4.5015,4.7092,4.7203,4.8101,4.954,5.0539,5.0529,5.2417,5.3114,5.3493,5.5707,5.6036,5.708,5.7034,5.9282,5.8736,6.1863,6.1777,6.3181,6.447,6.4858,6.6414,6.7357,6.7477,6.9877,6.9117,7.1047,7.2239,7.3674,7.3781,7.5085,7.6535,7.6151,7.804,7.951,7.9185,8.0255,8.2432,8.2115,8.31,8.5313,8.5137,8.747,8.8433,8.8984,9.0432,9.0896,9.1856,9.3299,9.352,9.4877,9.5923,9.6889,9.7617,9.8554,9.96
0.097041,0.33872,0.31599,0.39965,0.44749,0.5919,0.75301,0.79106,0.91966,0.99565,1.1016,1.2305,1.3359,1.3809,1.545,1.5984,1.6503,1.7717,1.9362,2.0141,2.0887,2.269,2.2118,2.3945,2.5601,2.6123,2.6429,2.7671,2.8415,3.0331,3.0829,3.1891,3.3434,3.3695,3.5471,3.5831,3.7329,3.7555,3.8956,4.0174,4.0206,4.2087,4.1835,4.3479,4.4867,4.4988,4.6603,4.8212,4.9335,4.968,5.0878,5.2084,5.2274,5.3304,5.5002,5.705,5.6881,5.8136,5.8321,5.9697,6.0873,6.1354,6.2672,6.4054,6.4744,6.6257,6.7317,6.7684,6.9795,7.0116,7.0574,7.2377,7.3004,7.4642,7.4152,7.5884,7.7157,7.7696,7.9217,8.0584,8.14,8.2713,8.3041,8.3945,8.5013,8.6188,8.7262,8.8018,8.8971,8.9516,9.1251,9.1117,9.3204,9.3967,9.4653,9.6251,9.6401,9.8617,9.9687,9.926
0.059707,0.26303,0.41921,0.38033,0.56387,0.53861,0.68645,0.80035,0.90939,0.96522,1.077,1.2211,1.2704,1.4202,1.4633,1.6544,1.7594,1.8417,1.8972,2.0439,2.1185,2.2184,2.2585,2.4208,2.5186,2.6081,2.7179,2.776,2.9103,2.9976,3.0683,3.1593,3.2815,3.3639,3.4544,3.6293,3.616,3.7718,3.9139,3.9632,4.1423,4.1817,4.3178,4.3777,4.5335,4.6062,4.6395,4.7826,4.9745,5.0112,5.1099,5.1989,5.3117,5.3591,5.5247,5.5984,5.7506,5.8109,5.9111,6.0603,6.1261,6.0801,6.2229,6.3202,6.4845,6.5579,6.7408,6.9584,6.8704,6.9422,7.1518,7.1975,7.215,7.3744,7.62,7.6507,7.7563,7.7605,7.9313,7.9528,8.069,8.2679,8.2907,8.4371,8.4619,8.5901,8.6445,8.8201,8.9072,8.9153,9.0378,9.2421,9.2276,9.421,9.5044,9.5551,9.7765,9.7462,9.9302,10.041
0.060701,0.32598,0.38381,0.38167,0.50971,0.55958,0.72403,0.8813,0.87808,0.99421,1.1064,1.288,1.2491,1.3664,1.5105,1.6138,1.6925,1.7969,1.9598,2.0942,2.1997,2.1792,2.2879,2.4668,2.4455,2.6271,2.7316,2.8338,2.8929,2.9609,3.0959,3.1719,3.3016,3.4255,3.4645,3.7474,3.6651,3.7755,3.9482,4.0422,4.1206,4.1587,4.2638,4.3643,4.6064,4.5341,4.7271,4.8244,4.9253,4.9658,5.0949,5.1776,5.2401,5.3434,5.3966,5.5584,5.7205,5.8493,5.8591,6.0483,6.1526,6.1413,6.313,6.3903,6.5352,6.5905,6.6742,6.7912,6.8907,7.0264,7.1263,7.2149,7.2872,7.4208,7.5436,7.492,7.7653,7.7653,7.8949,8.0012,8.1309,8.1985,8.2739,8.4581,8.5091,8.6086,8.6723,8.8425,8.8618,8.9722,9.1083,9.1687,9.3784,9.3745,9.5474,9.5396,9.7135,9.8451,9.9412,10.017
0.14508,0.14964,0.2409,0.38213,0.4665,0.61786,0.64244,0.83259,0.93578,0.99624,1.1129,1.177,1.2415,1.4069,1.5042,1.5672,1.7009,1.6721,1.989,1.9266,2.0792,2.093,2.2095,2.4041,2.5326,2.6297,2.6835,2.8118,2.7924,3.0479,3.1033,3.1599,3.3048,3.483,3.498,3.6,3.6477,3.813,3.878,4.0406,4.0768,4.1962,4.3037,4.3613,4.5602,4.5846,4.6718,4.7982,4.9533,4.998,5.1686,5.1998,5.2726,5.486,5.4866,5.5641,5.6547,5.7524,5.8181,5.9868,6.1361,6.2684,6.3248,6.4102,6.4923,6.6073,6.7712,6.7753,6.9022,7.0328,7.1492,7.1093,7.2873,7.4136,7.4762,7.6006,7.5763,7.6871,7.9746,7.998,8.067,8.1612,8.3403,8.3894,8.5461,8.6057,8.836,8.824,8.957,9.0336,9.083,9.1745,9.2615,9.3757,9.4843,9.4886,9.6691,9.7967,9.7935,9.9608
0.14565,0.19033,0.35434,0.43894,0.46955,0.63013,0.66543,0.80311,0.76629,0.98203,1.1166,1.2967,1.2828,1.4319,1.4023,1.6447,1.7374,1.7549,1.9948,2.0217,2.1697,2.2342,2.2816,2.3368,2.4649,2.682,2.7038,2.7672,2.8666,2.9959,3.2074,3.175,3.3603,3.4259,3.5654,3.6289,3.7435,3.8456,3.9689,4.0449,4.1393,4.2792,4.2967,4.4406,4.481,4.6411,4.6851,4.8431,4.8742,4.9753,5.0756,5.355,5.2592,5.4156,5.4893,5.5715,5.7458,5.7814,5.9163,5.9793,6.0383,6.1076,6.3148,6.3884,6.5229,6.6122,6.7139,6.7323,6.9121,7.0356,7.0933,7.2356,7.3859,7.3615,7.4426,7.5799,7.6019,7.766,7.9096,8.0718,8.0478,8.1625,8.2667,8.43,8.476,8.5162,8.6796,8.7792,8.8706,8.977,9.0812,9.2866,9.3945,9.3467,9.4356,9.6093,9.6846,9.7893,9.9448,10.046
0.17461,0.18502,0.29623,0.39881,0.40012,0.61251,0.66035,0.85228,0.89051,1.0374,1.0721,1.2038,1.2995,1.4232,1.471,1.4841,1.7903,1.7939,1.9651,2.0518,2.0757,2.1888,2.2667,2.3182,2.5132,2.5705,2.7216,2.8549,2.8679,3.0821,3.0234,3.1514,3.36,3.389,3.4379,3.6046,3.7557,3.7458,3.9375,3.9717,4.1917,4.2426,4.358,4.4169,4.4452,4.6368,4.7361,4.7475,4.878,5.0486,5.0754,5.0896,5.324,5.432,5.4658,5.6122,5.6146,5.8203,5.8184,5.9618,6.1134,6.2223,6.3037,6.4331,6.5518,6.6117,6.77,6.7928,6.9112,6.9772,7.1113,7.1959,7.2826,7.3936,7.4714,7.6907,7.6651,7.8635,7.9026,8.0615,8.0926,8.1764,8.2213,8.4149,8.5161,8.5838,8.7084,8.7823,8.8617,9.0419,9.1058,9.2749,9.2867,9.4164,9.4461,9.698,9.7011,9.7769,10.005,10.036
